City,State,% of killed who carried gun,% of killed who were unarmed,% of killed who were race A,% of killed who were race B,% of killed who were race H,% of killed who were race N,% of killed who were race O,% of killed who had sign of mental illness,% of killed who were male,% of killed who attacked,% of killed whose threat undertermined,% of killed who were fleeing,% of killed whose killer had body camera on,% of killed age 10 and below,% of killed 30 and below,% of killed 50 and below
Brea,CA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Breaux Bridge,LA,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Bremen,KY,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Bremerton,WA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Brentwood,NY,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Brevard,NC,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Brewster County,TX,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
Brick Township,NJ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Brick,NJ,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Bridgeport,CT,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1
Bridgeton,NJ,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1
Bridgeview,IL,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Brighton Township,MI,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Brighton,CO,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Bristol Township,PA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
Bristol,TN,1,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,1
Bristol,VA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Brockton,MA,0,0,0,0,0.333333333,0,0,0.666666667,1,0.333333333,0,0,0,0,0.666666667,1
Brodhead,KY,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Broken Bow,OK,1,0,0,0.5,0,0,0,0,1,1,0,0.5,0,0,0,1
Bronx,NY,0.25,0,0,0.75,0.25,0,0,0.25,0.75,0.5,0,0.25,0.25,0,0.25,0.5
Brookhaven,MS,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Brooklet,GA,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Brookline,MA,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
Brooklyn Center,MN,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
Brooklyn,NY,0.5,0,0,0.833333333,0,0,0,0.5,1,0.666666667,0,0.333333333,0.166666667,0,0.5,0.833333333
Brooklyn,OH,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Brookshire,TX,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Brooksville,AL,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Brooksville,FL,0,0,0,0,0,0,0,0.666666667,1,0.666666667,0.333333333,0.666666667,0,0,0.666666667,1
Brookville,IN,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Brookville,OH,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Broomfield,CO,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Brownstown,IN,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Brownsville,TX,0.2,0,0,0,1,0,0,0.2,1,0.6,0,0.4,0,0,0.8,1
Bruce,FL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brunswick,GA,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Brunswick,OH,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Bryant,AR,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Buchanan,VA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Buckeye,AZ,0.833333333,0,0,0,0.5,0,0,0.166666667,1,1,0,0.333333333,0.333333333,0,0.166666667,0.833333333
Buckhannon,WV,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Buffalo,MO,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Buffalo,NY,0.666666667,0,0,0.333333333,0.666666667,0,0,0.333333333,1,1,0,0.666666667,0.333333333,0,0.333333333,1
Buford,GA,0.5,0,0,0.5,0,0,0,0.5,1,1,0,0,0,0,0.5,0.5
Bull Shoals,AR,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Bullhead City,AZ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Bulls Gap,TN,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
Bunch,OK,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Burbank,CA,0,0.5,0,0,1,0,0,0,1,0.5,0,0.5,0,0,0,1
Burien,WA,0.5,0,0.5,0,0,0,0,0,1,1,0,0.5,0,0,0.5,1
Burkesville,KY,0.5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Burlington,IA,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,1
Burlington,NC,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
Burlington,VT,0.5,0,0,0,0,0,0,0.5,1,0.5,0,0,1,0,0,0.5
Burnet,TX,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
Burns Flat,OK,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Burns,OR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Burnsville,MN,1,0,0.5,0,0,0,0,1,1,0,0,0,1,0,0,1
Burnsville,NC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bushnell,FL,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Butler Township,OH,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Butte County,CA,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Butte,MT,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Byars,OK,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Byng,OK,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
Byram,NJ,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Byron,CA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Byron,GA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Cañon City,CO,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Cabazon,CA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Cabot,AR,1,0,0,0,0,0,0,0.5,1,0.5,0,0.5,0,0,0,1
Cache,OK,1,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0.5
Caddo Parish,LA,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Cade,LA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Calabasas,CA,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Calaveras County,CA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Caldwell County,NC,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Caldwell,ID,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Caledonia,WI,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Calexico,CA,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Calhoun,GA,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
California City,CA,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
Calimesa,CA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Callahan,FL,0.5,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0.5,0.5
Calypso,NC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Camarillo,CA,0.5,0,0,0,0,0,0,1,1,1,0,0,0.5,0,0.5,0.5
Camden,NJ,1,0,0,0.333333333,0.666666667,0,0,0.333333333,1,1,0,0,0,0,0.333333333,1
Camp Croft,SC,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1
Camp Wood,TX,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Campbellton,TX,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Campbelltown,PA,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Campo,CA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Campobello,SC,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Canaan Township,PA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Canaan,NH,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Canandaigua,NY,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Caneyville,KY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Canton Township,PA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Canton,NC,1,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,1
Canton,OH,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1
Cantonment,FL,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Canutillo,TX,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Cape Canaveral,FL,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Cape Coral,FL,1,0,0,0.5,0,0,0,0,1,0.5,0,0.5,0.5,0,0,1
Cape Girardeau,MO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Capitol Heights,MD,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Carlsbad,NM,0.666666667,0,0,0,0.333333333,0,0,0,0.666666667,0.666666667,0,0.333333333,0,0,0.333333333,1
Carmel,IN,1,0,0,0,0.5,0,0,1,1,1,0,0.5,1,0,0.5,1
Carmichael,CA,0.75,0,0,0.75,0,0,0,0,1,0.75,0,0.5,0,0,0.75,1
Carnesville,GA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Caroline County,VA,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Carollwood,FL,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Carrizozo,NM,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
Carroll County,GA,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0,0.5,1
Carrollton,GA,0.5,0,0,0.5,0,0,0,0,1,1,0,0,0,0,0,1
Carrollton,TX,0.666666667,0,0,0.333333333,0,0,0,0,1,0.666666667,0,0.333333333,0.333333333,0,0.666666667,1
Carson City,NV,1,0,0,0,0,0,0,0,1,0.666666667,0,0,0,0,0.333333333,0.666666667
Carson,CA,0.5,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,1
Carter County,KY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Cartersville,GA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Carthage,MO,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Carthage,TN,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Cary,NC,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Casa Grande,AZ,0.333333333,0.333333333,0,0.333333333,0.333333333,0,0,0.333333333,1,0.666666667,0,0.333333333,0,0,0.666666667,1
Casper,WY,0.8,0,0,0,0,0,0,0.4,1,0.6,0,0.4,0,0,0.4,1
Cass County,TX,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Casselberry,FL,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Castaic,CA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Cathedral City,CA,0.333333333,0,0,0.333333333,0.666666667,0,0,0,1,0.666666667,0.333333333,0,0,0,1,1
Cato Township,MI,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Catoosa County,GA,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Catoosa,OK,1,0,0.5,0,0,0,0,0.5,1,0.5,0,0,0,0,0,1
Cave Junction,OR,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Cayce,SC,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Cedar City,UT,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Cedar Hill,TX,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Cedar Lake,TX,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Cedar Rapids,IA,0.5,0,0,0.5,0,0,0,0,1,1,0,0.5,0,0,1,1
Cedartown,GA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Celina,OH,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Centennial,CO,0.833333333,0,0,0.166666667,0,0,0,0,1,0.666666667,0,0.666666667,0.166666667,0,0.5,1
Centerville,UT,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1
Central Point,OR,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
Centralia,WA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
Ceres,CA,0.333333333,0.333333333,0,0,1,0,0,0,1,0,0,1,0.333333333,0,1,1
Cerritos,CA,0,0,0,0.5,0.5,0,0,0,1,1,0,0.5,0,0,1,1
Chalmette,LA,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Chambersburg,PA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Chamblee,GA,1,0,0,0,0.5,0,0,0,1,1,0,0.5,0,0,0.5,1
Chandler,AZ,0.666666667,0,0,0,0.333333333,0,0,0.333333333,1,0.833333333,0,0.5,0.166666667,0,0.5,0.833333333
Chanhassen,MN,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
Channelview,TX,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Chapeno,TX,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
Charleston View,CA,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
Charleston,SC,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0.5,1
Charleston,TN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Charleston,WV,0.8,0,0,0.2,0,0,0,0.4,1,1,0,0.6,0,0,0.6,1
Charlotte,NC,0.764705882,0.058823529,0.058823529,0.529411765,0.117647059,0,0,0.352941176,0.941176471,0.352941176,0.058823529,0.176470588,0.294117647,0,0.647058824,1
Charlottesville,VA,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Chase City,VA,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Chaska,MN,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Chatham County,GA,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1
Chatsworth,CA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Chattanooga,TN,1,0,0,0.125,0.125,0,0.125,0.125,1,0.75,0,0.25,0.125,0,0.625,1
Chavies,KY,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Cheatham County,TN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Cheektowaga,NY,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Cheney,WA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Cherokee County,TX,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Chesaning,MI,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Chesapeake,VA,1,0,0,1,0,0,0,1,1,1,0,0,0.5,0,0.5,1
Chester,PA,1,0,0,0.666666667,0,0,0,0,1,1,0,0.333333333,0,0,0.333333333,1
Chester,SC,1,0,0,0.5,0,0,0,0,1,0.5,0,1,1,0,1,1
Chester,VA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Chesterfield County,SC,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Chesterfield,MO,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Chesterfield,VA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Chestertown,MD,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Chetopa,KS,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Cheyenne,WY,1,0,0,0,0,0.5,0,0,1,1,0,0,0,0,0.5,1
Chicago Heights,IL,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Chicago,IL,0.731707317,0.073170732,0,0.804878049,0.146341463,0,0,0.073170732,0.951219512,0.609756098,0.048780488,0.536585366,0.195121951,0,0.658536585,1
Chickamauga,GA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Chickasha,OK,0.25,0.25,0,0,0.25,0,0,0,1,0.25,0,0.5,0.25,0,0.25,1
Chico,CA,0.2,0.2,0,0.2,0.2,0,0,0.2,1,0.6,0,0.4,0.4,0,0.6,1
Childress,TX,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
Chillicothe,MO,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Chinle,AZ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Chino Hills,CA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Chino,CA,0.4,0.2,0.2,0.2,0,0,0,0,1,0.4,0,0.6,0.2,0,0,1
Chowchilla,CA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Christian County,KY,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Chula Vista,CA,0.25,0.25,0,0,0.5,0,0,0.25,1,1,0,0.5,0,0,0.75,1
Chunchula,AL,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Church Hill,TN,1,0,0,0.5,0,0,0,0,1,0,0,0,0,0,1,1
Cincinnati,OH,0.428571429,0,0,0.714285714,0,0,0,0.428571429,1,0.857142857,0,0.285714286,0.142857143,0,0.571428571,1
Cinco Ranch,TX,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Circleville,OH,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Cisco,TX,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
Citra,FL,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1
Citronelle,AL,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Citrus Heighs,CA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Citrus Heights,CA,0.75,0,0,0,0.5,0,0,0,1,0.75,0,0,0.25,0,0.25,1
City Terrace,CA,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
Clackamas County,OR,0.666666667,0,0,0.333333333,0,0,0,0.333333333,1,0.666666667,0,0,0,0,0.333333333,1
Claiborne County,TN,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Clanton,AL,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,1
Claremont,NH,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Claremore,OK,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
Clarendon,NY,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Clark County,WI,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Clarkdale,AZ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Clarkesville,GA,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Clarkrange,TN,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Clarksburg,WV,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Clarksdale,MS,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Clarksville,AR,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Clarksville,IN,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1
Clarksville,TN,0.75,0,0,0.25,0,0,0,0,1,0.25,0,0.75,0,0,0.25,1
Clarksville,TX,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1
Claxton,GA,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1
Clay,AL,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Claymont,DE,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Clayton,GA,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
Cle Elum,WA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Clear Creek Canyon,CO,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Clearfield,PA,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Clearfield,UT,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Clearlake Oaks,CA,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Clearlake Park,CA,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Clearwater,FL,1,0,0,0.666666667,0,0,0,0.666666667,1,0.333333333,0,0,0,0,0,1
Clemson,SC,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Clendenin,WV,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Clermont,FL,0.5,0,0,0,0.5,0,0,0.5,1,0,0,0,0,0,0,1
Cleveland,OH,0.8,0.2,0,0.8,0,0,0,0.1,1,0.7,0,0.3,0.2,0,0.5,0.9
Clinton,IA,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Clinton,IL,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Clinton,LA,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Clinton,MD,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Clinton,MO,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
Clinton,MS,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Clinton,NC,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Clinton,TN,1,0,0,0.5,0,0,0,0.5,1,1,0,0.5,0,0,0,1
Clinton,UT,1,0,0,0,0,0,0,0.5,1,0.5,0.5,0.5,0,0,0.5,0.5
Cloverdale,CA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Cloverleaf,TX,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Clovis,CA,0,0,0,0,0,0,0,0,1,0.5,0,0.5,0.5,0,0.5,1
Clovis,NM,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
Clute,TX,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Coal County,OK,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Coalinga,CA,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Cobb County,GA,1,0,0,0.333333333,0.333333333,0,0,0,1,1,0,0.666666667,0,0,0.666666667,1
Cochran County,TX,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
Cochran,GA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Cocke County,TN,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Cocoa Beach,FL,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
Cocoa,FL,0.333333333,0,0,0.666666667,0,0,0,0.166666667,1,0.666666667,0,0.333333333,0.166666667,0,0.666666667,1
Coden,AL,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Coeur d'Alene,ID,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,1
Cofield,NC,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Cohasset,MN,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Colbert,OK,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Colby,KS,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Colebrook Township,OH,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Coleman,FL,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
College Station,TX,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Collierville,TN,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Collinsville,MS,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Colonial Heights,VA,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Colorado City,CO,0.5,0,0,0,0.5,0,0,0,1,1,0,0.5,0,0,0.5,0.5
Colorado Springs,CO,0.75,0,0,0.1875,0.25,0,0,0.0625,1,0.6875,0,0.3125,0.125,0,0.375,0.9375
Colton,CA,0,0.5,0,0,1,0,0,0.5,1,0,0,0.5,0,0,0.5,1
Colton,OR,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Columbia Heights,MN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Columbia Township,MI,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Columbia,MD,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
Columbia,MO,0.666666667,0,0,0.666666667,0,0,0,0,1,1,0,0.666666667,0.333333333,0,0.333333333,1
Columbia,SC,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
Columbia,TN,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Columbiana,AL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Columbua,IN,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Columbus,GA,0.333333333,0,0,0.333333333,0,0,0,0,1,0.666666667,0,0.666666667,0,0,0.333333333,1
Columbus,MS,0.75,0,0,0.5,0,0,0,0,1,0.5,0.25,0.75,0.5,0,0.5,1
Columbus,OH,0.666666667,0.03030303,0,0.636363636,0,0,0.03030303,0.060606061,0.939393939,0.484848485,0.151515152,0.303030303,0.060606061,0,0.606060606,0.939393939
Commerce City,CO,1,0,0,0.333333333,0.333333333,0,0,0.666666667,1,0.666666667,0,0.666666667,0,0,0,0.666666667
Commerce,GA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Compton,CA,0.333333333,0.333333333,0,0.666666667,0.333333333,0,0,0,1,0.666666667,0.333333333,0.666666667,0,0,0.333333333,1
Concord,CA,0,0,0,0,0,0,0,0.5,1,0.5,0,0,0.5,0,0.5,1
Concord,NC,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Concord,VA,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Coney Island,NY,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Conroe,TX,0.666666667,0,0,0.333333333,0,0,0,0,1,1,0,0.333333333,0,0,0.333333333,1
Constantia,NY,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Converse,LA,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Conyers,GA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Cookson,OK,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Coolin,ID,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Coon Rapids,MN,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1
Coos Bay,OR,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Copper Center,AK,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
Coral Gables,FL,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Coral Springs,FL,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Coram,NY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Corning,CA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
Corning,WI,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Corona,CA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Corpus Christi,TX,0.625,0.125,0,0.125,0.75,0,0,0.125,1,0.625,0,0.25,0.375,0,0.5,0.875
Cosby,TN,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Cottage Grove,OR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
